"transaction","transaction_date","transaction_amount","credit_card","cardholder_name","cardholder_id","merchant_id","merchant_name","merchant_cat_id","merchant_type"
3406,"2018-01-18 11:17:37","$1.24","30181963913340","Laurie Gibbs",9,116,"Ferguson Ltd",2,"coffee shop"
3443,"2018-04-12 13:09:49","$1.70","30181963913340","Laurie Gibbs",9,43,"Wallace and Sons",2,"coffee shop"
3335,"2018-03-31 17:56:51","$2.35","30181963913340","Laurie Gibbs",9,111,"Padilla-Clements",2,"coffee shop"
70,"2018-03-04 13:32:00","$5.70","30181963913340","Laurie Gibbs",9,150,"Johnson and Sons",2,"coffee shop"
488,"2018-02-03 14:33:11","$7.05","30181963913340","Laurie Gibbs",9,3,"Sanders, Parks and Mcfarland",2,"coffee shop"
1313,"2018-10-09 07:22:22","$10.27","30181963913340","Laurie Gibbs",9,26,"Smith-Stephens",2,"coffee shop"
1620,"2018-03-26 07:41:59","$1,009.00","30181963913340","Laurie Gibbs",9,111,"Padilla-Clements",2,"coffee shop"
2789,"2018-03-04 15:50:53","$1,534.00","30181963913340","Laurie Gibbs",9,118,"Maldonado Group",2,"coffee shop"
2404,"2018-12-06 01:19:03","$1.53","30181963913340","Laurie Gibbs",9,147,"Marshall-Lopez",5,"food truck"
2109,"2018-11-11 17:51:49","$2.69","30181963913340","Laurie Gibbs",9,83,"Solis Group",5,"food truck"
285,"2018-12-12 17:58:56","$2.79","30181963913340","Laurie Gibbs",9,137,"Garcia PLC",5,"food truck"
323,"2018-07-16 20:11:30","$3.26","30181963913340","Laurie Gibbs",9,140,"Wheeler-Moreno",5,"food truck"
367,"2018-11-28 14:32:18","$3.37","30181963913340","Laurie Gibbs",9,69,"Dominguez PLC",5,"food truck"
82,"2018-05-21 00:08:36","$6.50","30181963913340","Laurie Gibbs",9,39,"Young-Navarro",5,"food truck"
1252,"2018-01-25 16:52:06","$10.10","30181963913340","Laurie Gibbs",9,80,"Kelly, Dyer and Schmitt",5,"food truck"
1134,"2018-11-03 18:58:36","$10.36","30181963913340","Laurie Gibbs",9,137,"Garcia PLC",5,"food truck"
1812,"2018-05-12 10:05:20","$10.45","30181963913340","Laurie Gibbs",9,81,"Fowler and Sons",5,"food truck"
1740,"2018-02-05 17:32:22","$10.58","30181963913340","Laurie Gibbs",9,39,"Young-Navarro",5,"food truck"
2624,"2018-04-05 19:52:03","$14.39","30181963913340","Laurie Gibbs",9,93,"Rodriguez-Parker",5,"food truck"
1520,"2018-09-25 23:23:21","$1,095.00","30181963913340","Laurie Gibbs",9,62,"Cooper, Carpenter and Jackson",5,"food truck"
561,"2018-12-04 17:45:26","$2.37","30181963913340","Laurie Gibbs",9,92,"Garcia-White",4,"pub"
793,"2018-01-03 10:34:16","$2.63","30181963913340","Laurie Gibbs",9,35,"Jarvis-Turner",4,"pub"
2390,"2018-11-29 08:38:28","$4.29","30181963913340","Laurie Gibbs",9,21,"Robertson-Smith",4,"pub"
1603,"2018-02-06 22:44:18","$10.32","30181963913340","Laurie Gibbs",9,45,"Velazquez Ltd",4,"pub"
1504,"2018-05-05 19:41:13","$10.60","30181963913340","Laurie Gibbs",9,19,"Santos-Fitzgerald",4,"pub"
1864,"2018-03-14 20:45:55","$11.79","30181963913340","Laurie Gibbs",9,13,"Giles and Sons",4,"pub"
1697,"2018-07-05 13:07:21","$11.84","30181963913340","Laurie Gibbs",9,60,"Smith-Richards",4,"pub"
1231,"2018-01-24 13:06:03","$13.39","30181963913340","Laurie Gibbs",9,91,"Turner Ltd",4,"pub"
2944,"2018-08-26 05:13:10","$15.13","30181963913340","Laurie Gibbs",9,44,"Little-Floyd",4,"pub"
2606,"2018-05-14 06:59:17","$15.78","30181963913340","Laurie Gibbs",9,58,"Young, Hull and Williams",4,"pub"
2830,"2018-02-16 10:00:20","$15.95","30181963913340","Laurie Gibbs",9,98,"Rivera PLC",4,"pub"
2976,"2018-10-08 03:30:16","$16.62","30181963913340","Laurie Gibbs",9,41,"Ford, Williams and Dunn",4,"pub"
3352,"2018-05-30 12:34:04","$245.00","30181963913340","Laurie Gibbs",9,105,"Garcia and Sons",4,"pub"
690,"2018-07-13 19:47:49","$267.00","30181963913340","Laurie Gibbs",9,5,"Miller-Blevins",4,"pub"
764,"2018-04-11 02:50:37","$325.00","30181963913340","Laurie Gibbs",9,45,"Velazquez Ltd",4,"pub"
1395,"2018-10-07 18:29:20","$1,179.00","30181963913340","Laurie Gibbs",9,106,"Carter-Blackwell",4,"pub"
2696,"2018-12-19 16:10:03","$1,724.00","30181963913340","Laurie Gibbs",9,105,"Garcia and Sons",4,"pub"
3143,"2018-06-10 04:54:27","$1,795.00","30181963913340","Laurie Gibbs",9,45,"Velazquez Ltd",4,"pub"
2094,"2018-09-17 14:43:21","$3.22","30181963913340","Laurie Gibbs",9,102,"Walters-Ward",1,"restaurant"
763,"2018-12-10 02:55:27","$3.33","30181963913340","Laurie Gibbs",9,79,"Lee LLC",1,"restaurant"
1831,"2018-09-26 21:03:40","$10.16","30181963913340","Laurie Gibbs",9,36,"Hamilton-Mcfarland",1,"restaurant"
1820,"2018-07-10 08:29:26","$10.23","30181963913340","Laurie Gibbs",9,36,"Hamilton-Mcfarland",1,"restaurant"
1727,"2018-11-04 22:04:46","$10.84","30181963913340","Laurie Gibbs",9,25,"Vaughn, Wilson and Hall",1,"restaurant"
1764,"2018-02-18 11:36:44","$10.99","30181963913340","Laurie Gibbs",9,79,"Lee LLC",1,"restaurant"
1925,"2018-05-10 22:11:26","$11.07","30181963913340","Laurie Gibbs",9,77,"Brown, Ballard and Glass",1,"restaurant"
1631,"2018-07-25 06:25:46","$12.17","30181963913340","Laurie Gibbs",9,2,"Riggs-Adams",1,"restaurant"
1132,"2018-06-20 16:52:08","$12.56","30181963913340","Laurie Gibbs",9,51,"Fisher-Bolton",1,"restaurant"
1435,"2018-02-03 18:48:33","$13.01","30181963913340","Laurie Gibbs",9,75,"Martinez Group",1,"restaurant"
3150,"2018-10-03 15:04:40","$15.52","30181963913340","Laurie Gibbs",9,76,"Lowe PLC",1,"restaurant"
2824,"2018-06-30 13:21:38","$16.83","30181963913340","Laurie Gibbs",9,99,"Bond, Lewis and Rangel",1,"restaurant"
3024,"2018-07-24 10:27:57","$18.98","30181963913340","Laurie Gibbs",9,124,"Mccarty PLC",1,"restaurant"
2621,"2018-10-04 22:37:09","$20.02","30181963913340","Laurie Gibbs",9,54,"Berry-Lopez",1,"restaurant"
2517,"2018-08-07 10:50:34","$20.10","30181963913340","Laurie Gibbs",9,36,"Hamilton-Mcfarland",1,"restaurant"
1952,"2018-12-24 21:17:18","$1.16","4165305432349489280","Matthew Gutierrez",10,30,"Atkinson Ltd",3,"bar"
3341,"2018-05-22 12:15:52","$1.18","4962915017023706562","Matthew Gutierrez",10,133,"Scott, Hess and Finley",3,"bar"
2215,"2018-12-12 04:29:25","$1.31","213193946980303","Matthew Gutierrez",10,17,"Bauer-Cole",3,"bar"
2189,"2018-09-08 15:26:19","$1.94","4962915017023706562","Matthew Gutierrez",10,133,"Scott, Hess and Finley",3,"bar"
3496,"2018-02-21 00:28:54","$2.08","4962915017023706562","Matthew Gutierrez",10,85,"Patton-Rivera",3,"bar"
553,"2018-10-13 07:56:45","$2.11","4962915017023706562","Matthew Gutierrez",10,114,"Greene-Wood",3,"bar"
3402,"2018-10-26 09:20:18","$2.28","213193946980303","Matthew Gutierrez",10,4,"Mccarty-Thomas",3,"bar"
806,"2018-08-21 00:15:44","$2.40","4962915017023706562","Matthew Gutierrez",10,136,"Martinez-Robinson",3,"bar"
1933,"2018-10-04 21:01:35","$2.92","213193946980303","Matthew Gutierrez",10,132,"Pugh-Williams",3,"bar"
2033,"2018-05-22 20:25:39","$3.40","4165305432349489280","Matthew Gutierrez",10,114,"Greene-Wood",3,"bar"
670,"2018-02-16 02:59:59","$3.69","213193946980303","Matthew Gutierrez",10,121,"Fleming, Smith and Collins",3,"bar"
190,"2018-08-01 06:36:36","$4.58","4962915017023706562","Matthew Gutierrez",10,33,"Vasquez-Parker",3,"bar"
347,"2018-02-20 10:58:30","$4.60","213193946980303","Matthew Gutierrez",10,66,"Robles Inc",3,"bar"
2295,"2018-02-21 20:40:26","$5.20","4962915017023706562","Matthew Gutierrez",10,30,"Atkinson Ltd",3,"bar"
4,"2018-05-23 04:27:45","$6.73","4165305432349489280","Matthew Gutierrez",10,17,"Bauer-Cole",3,"bar"
412,"2018-05-12 23:15:13","$6.87","4165305432349489280","Matthew Gutierrez",10,56,"Smith PLC",3,"bar"
497,"2018-07-27 03:26:05","$8.77","213193946980303","Matthew Gutierrez",10,133,"Scott, Hess and Finley",3,"bar"
47,"2018-06-04 06:16:17","$9.10","4962915017023706562","Matthew Gutierrez",10,42,"Kennedy-Chen",3,"bar"
317,"2018-11-23 16:24:39","$9.26","4962915017023706562","Matthew Gutierrez",10,145,"Hood-Phillips",3,"bar"
1169,"2018-04-14 00:20:00","$10.05","4165305432349489280","Matthew Gutierrez",10,66,"Robles Inc",3,"bar"
1553,"2018-06-18 12:54:25","$10.11","4962915017023706562","Matthew Gutierrez",10,40,"Cox, Montgomery and Morgan",3,"bar"
1785,"2018-03-12 19:29:00","$10.14","213193946980303","Matthew Gutierrez",10,143,"Guzman, Garcia and Church",3,"bar"
1100,"2018-06-21 19:30:04","$10.15","4962915017023706562","Matthew Gutierrez",10,30,"Atkinson Ltd",3,"bar"
1372,"2018-12-28 15:13:08","$10.61","4962915017023706562","Matthew Gutierrez",10,4,"Mccarty-Thomas",3,"bar"
1694,"2018-06-28 11:26:38","$10.73","4962915017023706562","Matthew Gutierrez",10,30,"Atkinson Ltd",3,"bar"
956,"2018-07-31 10:03:22","$10.75","4962915017023706562","Matthew Gutierrez",10,38,"Brown LLC",3,"bar"
1003,"2018-07-04 00:58:01","$11.07","4165305432349489280","Matthew Gutierrez",10,136,"Martinez-Robinson",3,"bar"
1258,"2018-03-15 07:30:36","$11.12","213193946980303","Matthew Gutierrez",10,87,"Griffin-Woodard",3,"bar"
1036,"2018-03-11 04:40:09","$12.67","4962915017023706562","Matthew Gutierrez",10,9,"Curry, Scott and Richardson",3,"bar"
1171,"2018-10-30 09:43:42","$12.76","213193946980303","Matthew Gutierrez",10,38,"Brown LLC",3,"bar"
1798,"2018-01-29 11:06:43","$14.19","4165305432349489280","Matthew Gutierrez",10,59,"Williams Group",3,"bar"
1177,"2018-04-01 13:53:19","$14.36","213193946980303","Matthew Gutierrez",10,40,"Cox, Montgomery and Morgan",3,"bar"
3122,"2018-07-27 09:49:48","$15.58","4962915017023706562","Matthew Gutierrez",10,136,"Martinez-Robinson",3,"bar"
2822,"2018-03-09 23:28:44","$16.38","213193946980303","Matthew Gutierrez",10,38,"Brown LLC",3,"bar"
3159,"2018-01-14 15:03:26","$16.67","213193946980303","Matthew Gutierrez",10,30,"Atkinson Ltd",3,"bar"
2886,"2018-08-27 18:26:20","$17.35","213193946980303","Matthew Gutierrez",10,40,"Cox, Montgomery and Morgan",3,"bar"
2678,"2018-04-18 21:58:44","$17.51","213193946980303","Matthew Gutierrez",10,70,"White-Hall",3,"bar"
3137,"2018-07-03 12:54:47","$18.54","4165305432349489280","Matthew Gutierrez",10,132,"Pugh-Williams",3,"bar"
2769,"2018-05-01 16:59:18","$20.00","4962915017023706562","Matthew Gutierrez",10,133,"Scott, Hess and Finley",3,"bar"
3088,"2018-08-08 18:25:41","$20.14","4165305432349489280","Matthew Gutierrez",10,22,"Dalton, Cameron and Jones",3,"bar"
562,"2018-10-31 19:53:36","$0.91","213193946980303","Matthew Gutierrez",10,104,"Mcdaniel, Hines and Mcfarland",2,"coffee shop"
3385,"2018-08-27 00:14:19","$2.20","213193946980303","Matthew Gutierrez",10,113,"Edwards-Aguirre",2,"coffee shop"
188,"2018-05-27 20:28:59","$2.26","213193946980303","Matthew Gutierrez",10,14,"Osborne-Page",2,"coffee shop"
3484,"2018-07-08 23:57:41","$2.44","4165305432349489280","Matthew Gutierrez",10,104,"Mcdaniel, Hines and Mcfarland",2,"coffee shop"
2154,"2018-05-09 20:17:58","$3.00","213193946980303","Matthew Gutierrez",10,14,"Osborne-Page",2,"coffee shop"
1953,"2018-12-29 20:09:31","$3.43","4962915017023706562","Matthew Gutierrez",10,150,"Johnson and Sons",2,"coffee shop"
2306,"2018-07-18 23:24:57","$4.20","213193946980303","Matthew Gutierrez",10,109,"Collins LLC",2,"coffee shop"
239,"2018-09-30 20:16:37","$4.37","213193946980303","Matthew Gutierrez",10,43,"Wallace and Sons",2,"coffee shop"
420,"2018-03-04 10:13:36","$4.53","213193946980303","Matthew Gutierrez",10,116,"Ferguson Ltd",2,"coffee shop"
66,"2018-10-18 01:43:35","$5.35","4165305432349489280","Matthew Gutierrez",10,116,"Ferguson Ltd",2,"coffee shop"
366,"2018-03-02 12:56:48","$6.25","213193946980303","Matthew Gutierrez",10,67,"Maxwell, Tapia and Villanueva",2,"coffee shop"
262,"2018-11-25 08:31:16","$6.46","4962915017023706562","Matthew Gutierrez",10,116,"Ferguson Ltd",2,"coffee shop"
979,"2018-06-29 04:03:32","$10.06","213193946980303","Matthew Gutierrez",10,129,"Sweeney-Paul",2,"coffee shop"
1450,"2018-12-22 17:37:43","$10.29","4165305432349489280","Matthew Gutierrez",10,109,"Collins LLC",2,"coffee shop"
1307,"2018-09-11 18:57:46","$10.33","213193946980303","Matthew Gutierrez",10,111,"Padilla-Clements",2,"coffee shop"
1185,"2018-10-26 02:24:46","$10.39","4165305432349489280","Matthew Gutierrez",10,104,"Mcdaniel, Hines and Mcfarland",2,"coffee shop"
1387,"2018-03-28 23:56:44","$10.46","4962915017023706562","Matthew Gutierrez",10,26,"Smith-Stephens",2,"coffee shop"
1534,"2018-05-28 22:56:24","$10.55","4962915017023706562","Matthew Gutierrez",10,109,"Collins LLC",2,"coffee shop"
1920,"2018-09-12 00:25:22","$10.67","213193946980303","Matthew Gutierrez",10,110,"Rodriguez, Dunlap and Nunez",2,"coffee shop"
1548,"2018-05-06 14:21:52","$11.02","4165305432349489280","Matthew Gutierrez",10,104,"Mcdaniel, Hines and Mcfarland",2,"coffee shop"
1567,"2018-12-21 03:08:39","$11.35","4962915017023706562","Matthew Gutierrez",10,104,"Mcdaniel, Hines and Mcfarland",2,"coffee shop"
1792,"2018-08-12 13:09:59","$11.79","213193946980303","Matthew Gutierrez",10,104,"Mcdaniel, Hines and Mcfarland",2,"coffee shop"
2695,"2018-08-27 03:37:09","$14.24","213193946980303","Matthew Gutierrez",10,27,"Horn Ltd",2,"coffee shop"
1851,"2018-09-16 15:25:01","$14.57","4165305432349489280","Matthew Gutierrez",10,129,"Sweeney-Paul",2,"coffee shop"
2991,"2018-08-25 15:32:37","$16.21","4962915017023706562","Matthew Gutierrez",10,14,"Osborne-Page",2,"coffee shop"
3037,"2018-04-17 12:29:43","$16.31","213193946980303","Matthew Gutierrez",10,20,"Kim-Lopez",2,"coffee shop"
2570,"2018-03-28 07:36:02","$16.36","4165305432349489280","Matthew Gutierrez",10,67,"Maxwell, Tapia and Villanueva",2,"coffee shop"
2612,"2018-04-21 04:54:43","$16.38","4962915017023706562","Matthew Gutierrez",10,27,"Horn Ltd",2,"coffee shop"
2633,"2018-01-18 08:18:50","$17.54","4165305432349489280","Matthew Gutierrez",10,104,"Mcdaniel, Hines and Mcfarland",2,"coffee shop"
2561,"2018-05-28 02:38:55","$17.87","4962915017023706562","Matthew Gutierrez",10,84,"Marshall-Rojas",2,"coffee shop"
2703,"2018-07-04 08:51:29","$18.93","213193946980303","Matthew Gutierrez",10,26,"Smith-Stephens",2,"coffee shop"
2523,"2018-08-28 07:17:14","$20.71","4165305432349489280","Matthew Gutierrez",10,128,"Pitts, Salinas and Garcia",2,"coffee shop"
578,"2018-12-06 04:42:30","$0.92","4165305432349489280","Matthew Gutierrez",10,82,"Day-Murray",5,"food truck"
753,"2018-01-16 18:45:54","$1.48","4962915017023706562","Matthew Gutierrez",10,86,"Walker, Campbell and Sullivan",5,"food truck"
757,"2018-09-12 11:34:08","$1.80","4165305432349489280","Matthew Gutierrez",10,82,"Day-Murray",5,"food truck"
3477,"2018-12-03 11:16:40","$2.09","4165305432349489280","Matthew Gutierrez",10,89,"Kelley-Roberts",5,"food truck"
3475,"2018-09-10 22:57:29","$2.31","213193946980303","Matthew Gutierrez",10,137,"Garcia PLC",5,"food truck"
2011,"2018-02-04 09:22:22","$2.41","213193946980303","Matthew Gutierrez",10,94,"Yoder-Zavala",5,"food truck"
2183,"2018-02-28 09:13:38","$2.59","4962915017023706562","Matthew Gutierrez",10,139,"Kidd-Lopez",5,"food truck"
2034,"2018-09-08 00:55:28","$3.12","4962915017023706562","Matthew Gutierrez",10,147,"Marshall-Lopez",5,"food truck"
732,"2018-05-22 08:44:45","$3.24","4165305432349489280","Matthew Gutierrez",10,24,"Rodgers, Johnston and Macias",5,"food truck"
2218,"2018-06-18 19:59:18","$3.26","4962915017023706562","Matthew Gutierrez",10,88,"Armstrong PLC",5,"food truck"
748,"2018-02-08 10:27:37","$3.48","4962915017023706562","Matthew Gutierrez",10,139,"Kidd-Lopez",5,"food truck"
2151,"2018-09-12 17:39:45","$3.77","4165305432349489280","Matthew Gutierrez",10,147,"Marshall-Lopez",5,"food truck"
1962,"2018-09-20 17:13:06","$4.14","213193946980303","Matthew Gutierrez",10,52,"Jensen-Stanley",5,"food truck"
390,"2018-03-31 21:50:44","$4.22","4962915017023706562","Matthew Gutierrez",10,24,"Rodgers, Johnston and Macias",5,"food truck"
1928,"2018-02-18 18:28:54","$4.26","4165305432349489280","Matthew Gutierrez",10,94,"Yoder-Zavala",5,"food truck"
2424,"2018-03-01 10:05:17","$4.47","213193946980303","Matthew Gutierrez",10,148,"Huerta, Keith and Walters",5,"food truck"
2407,"2018-10-21 16:44:26","$4.55","4165305432349489280","Matthew Gutierrez",10,86,"Walker, Campbell and Sullivan",5,"food truck"
2406,"2018-05-15 07:25:18","$4.96","213193946980303","Matthew Gutierrez",10,80,"Kelly, Dyer and Schmitt",5,"food truck"
1971,"2018-03-22 08:20:15","$4.98","4165305432349489280","Matthew Gutierrez",10,49,"Davis, Lowe and Baxter",5,"food truck"
2396,"2018-06-22 03:55:03","$5.14","4962915017023706562","Matthew Gutierrez",10,140,"Wheeler-Moreno",5,"food truck"
2273,"2018-11-10 13:37:41","$5.67","213193946980303","Matthew Gutierrez",10,61,"Richardson, Smith and Jordan",5,"food truck"
146,"2018-05-09 01:22:49","$6.41","4962915017023706562","Matthew Gutierrez",10,120,"Vega, Jones and Castro",5,"food truck"
233,"2018-05-05 20:57:19","$7.11","213193946980303","Matthew Gutierrez",10,83,"Solis Group",5,"food truck"
151,"2018-06-15 11:57:33","$8.34","4962915017023706562","Matthew Gutierrez",10,31,"Fisher, Salazar and Thomas",5,"food truck"
395,"2018-01-01 22:41:21","$9.61","213193946980303","Matthew Gutierrez",10,82,"Day-Murray",5,"food truck"
1010,"2018-09-06 09:12:58","$10.04","4165305432349489280","Matthew Gutierrez",10,61,"Richardson, Smith and Jordan",5,"food truck"
1146,"2018-02-12 15:41:56","$10.08","213193946980303","Matthew Gutierrez",10,49,"Davis, Lowe and Baxter",5,"food truck"
1811,"2018-06-02 07:02:24","$10.15","4962915017023706562","Matthew Gutierrez",10,138,"Mccullough-Murphy",5,"food truck"
1841,"2018-01-25 14:38:43","$10.17","4165305432349489280","Matthew Gutierrez",10,24,"Rodgers, Johnston and Macias",5,"food truck"
1491,"2018-05-30 08:53:40","$10.28","4165305432349489280","Matthew Gutierrez",10,32,"Norton, Burton and Smith",5,"food truck"
1886,"2018-03-23 15:04:43","$10.45","213193946980303","Matthew Gutierrez",10,120,"Vega, Jones and Castro",5,"food truck"
1514,"2018-07-15 17:44:38","$10.45","4962915017023706562","Matthew Gutierrez",10,80,"Kelly, Dyer and Schmitt",5,"food truck"
1689,"2018-12-14 20:50:21","$10.55","213193946980303","Matthew Gutierrez",10,93,"Rodriguez-Parker",5,"food truck"
1287,"2018-08-13 21:33:07","$11.14","4962915017023706562","Matthew Gutierrez",10,149,"Clark and Sons",5,"food truck"
1795,"2018-08-29 09:06:56","$11.51","4962915017023706562","Matthew Gutierrez",10,48,"Baker Inc",5,"food truck"
1531,"2018-08-05 13:28:12","$11.56","213193946980303","Matthew Gutierrez",10,63,"Reed Group",5,"food truck"
1594,"2018-04-25 21:24:08","$11.61","4962915017023706562","Matthew Gutierrez",10,93,"Rodriguez-Parker",5,"food truck"
1854,"2018-04-29 00:31:13","$11.72","4962915017023706562","Matthew Gutierrez",10,63,"Reed Group",5,"food truck"
943,"2018-11-20 19:22:07","$12.37","4165305432349489280","Matthew Gutierrez",10,62,"Cooper, Carpenter and Jackson",5,"food truck"
1872,"2018-07-12 15:46:25","$13.75","4962915017023706562","Matthew Gutierrez",10,88,"Armstrong PLC",5,"food truck"
3259,"2018-12-24 10:48:08","$14.19","213193946980303","Matthew Gutierrez",10,149,"Clark and Sons",5,"food truck"
3307,"2018-04-30 16:34:36","$14.62","213193946980303","Matthew Gutierrez",10,148,"Huerta, Keith and Walters",5,"food truck"
2998,"2018-10-17 09:49:28","$14.67","4165305432349489280","Matthew Gutierrez",10,137,"Garcia PLC",5,"food truck"
2712,"2018-08-07 10:59:36","$15.48","4962915017023706562","Matthew Gutierrez",10,46,"Miller, Chavez and Cobb",5,"food truck"
2469,"2018-02-21 12:56:11","$15.62","4962915017023706562","Matthew Gutierrez",10,142,"Thomas-Garcia",5,"food truck"
2500,"2018-10-11 14:27:26","$16.86","4165305432349489280","Matthew Gutierrez",10,147,"Marshall-Lopez",5,"food truck"
2956,"2018-01-19 05:03:56","$17.53","4962915017023706562","Matthew Gutierrez",10,82,"Day-Murray",5,"food truck"
2547,"2018-02-25 10:00:33","$18.03","4165305432349489280","Matthew Gutierrez",10,61,"Richardson, Smith and Jordan",5,"food truck"
2584,"2018-08-24 05:28:10","$18.71","4962915017023706562","Matthew Gutierrez",10,89,"Kelley-Roberts",5,"food truck"
2755,"2018-01-13 06:07:45","$19.24","4962915017023706562","Matthew Gutierrez",10,32,"Norton, Burton and Smith",5,"food truck"
3094,"2018-09-17 15:46:49","$20.22","4962915017023706562","Matthew Gutierrez",10,63,"Reed Group",5,"food truck"
803,"2018-12-23 03:34:08","$0.86","4165305432349489280","Matthew Gutierrez",10,45,"Velazquez Ltd",4,"pub"
2291,"2018-11-18 14:26:48","$1.04","4165305432349489280","Matthew Gutierrez",10,91,"Turner Ltd",4,"pub"
688,"2018-05-28 14:46:28","$1.53","213193946980303","Matthew Gutierrez",10,91,"Turner Ltd",4,"pub"
609,"2018-12-23 15:16:09","$1.83","4962915017023706562","Matthew Gutierrez",10,123,"Boone, Davis and Townsend",4,"pub"
2281,"2018-06-17 06:52:33","$1.89","4962915017023706562","Matthew Gutierrez",10,98,"Rivera PLC",4,"pub"
2325,"2018-03-02 11:05:27","$1.92","213193946980303","Matthew Gutierrez",10,44,"Little-Floyd",4,"pub"
3376,"2018-09-29 01:38:12","$1.98","4165305432349489280","Matthew Gutierrez",10,58,"Young, Hull and Williams",4,"pub"
846,"2018-01-06 06:46:24","$2.70","213193946980303","Matthew Gutierrez",10,146,"Pitts, Smith and Gonzalez",4,"pub"
91,"2018-09-29 17:37:38","$3.20","4962915017023706562","Matthew Gutierrez",10,126,"Bartlett and Sons",4,"pub"
858,"2018-07-25 22:27:26","$3.36","4962915017023706562","Matthew Gutierrez",10,13,"Giles and Sons",4,"pub"
2036,"2018-09-27 03:09:56","$3.49","4165305432349489280","Matthew Gutierrez",10,5,"Miller-Blevins",4,"pub"
2115,"2018-01-29 05:15:42","$3.54","4962915017023706562","Matthew Gutierrez",10,45,"Velazquez Ltd",4,"pub"
2024,"2018-06-10 01:43:24","$3.61","4165305432349489280","Matthew Gutierrez",10,123,"Boone, Davis and Townsend",4,"pub"
95,"2018-06-03 11:50:01","$4.12","213193946980303","Matthew Gutierrez",10,21,"Robertson-Smith",4,"pub"
1936,"2018-03-27 21:24:13","$4.39","4165305432349489280","Matthew Gutierrez",10,92,"Garcia-White",4,"pub"
495,"2018-12-09 19:30:56","$4.55","4962915017023706562","Matthew Gutierrez",10,60,"Smith-Richards",4,"pub"
450,"2018-01-13 03:20:50","$4.89","213193946980303","Matthew Gutierrez",10,58,"Young, Hull and Williams",4,"pub"
462,"2018-05-13 18:13:07","$5.21","4165305432349489280","Matthew Gutierrez",10,58,"Young, Hull and Williams",4,"pub"
227,"2018-01-21 15:37:39","$5.51","213193946980303","Matthew Gutierrez",10,21,"Robertson-Smith",4,"pub"
382,"2018-04-18 19:39:48","$5.69","4165305432349489280","Matthew Gutierrez",10,105,"Garcia and Sons",4,"pub"
267,"2018-11-02 05:12:04","$5.82","213193946980303","Matthew Gutierrez",10,92,"Garcia-White",4,"pub"
214,"2018-09-14 03:57:53","$6.28","213193946980303","Matthew Gutierrez",10,106,"Carter-Blackwell",4,"pub"
486,"2018-04-26 16:23:39","$6.34","4165305432349489280","Matthew Gutierrez",10,91,"Turner Ltd",4,"pub"
116,"2018-06-14 02:24:54","$7.52","213193946980303","Matthew Gutierrez",10,78,"Ruiz-Anderson",4,"pub"
226,"2018-09-07 03:14:21","$9.11","213193946980303","Matthew Gutierrez",10,7,"Gomez-Kelly",4,"pub"
1319,"2018-06-13 22:18:45","$10.33","213193946980303","Matthew Gutierrez",10,35,"Jarvis-Turner",4,"pub"
1400,"2018-04-11 00:35:22","$10.48","4962915017023706562","Matthew Gutierrez",10,21,"Robertson-Smith",4,"pub"
1358,"2018-10-23 18:50:46","$10.49","213193946980303","Matthew Gutierrez",10,41,"Ford, Williams and Dunn",4,"pub"
1487,"2018-02-10 18:53:22","$10.74","213193946980303","Matthew Gutierrez",10,105,"Garcia and Sons",4,"pub"
1380,"2018-11-08 02:53:51","$10.75","4165305432349489280","Matthew Gutierrez",10,7,"Gomez-Kelly",4,"pub"
960,"2018-03-11 03:59:13","$10.78","213193946980303","Matthew Gutierrez",10,98,"Rivera PLC",4,"pub"
1434,"2018-08-10 09:27:10","$10.79","4962915017023706562","Matthew Gutierrez",10,12,"Bell, Gonzalez and Lowe",4,"pub"
1149,"2018-03-09 16:30:56","$10.92","4962915017023706562","Matthew Gutierrez",10,65,"Allen, Ramos and Carroll",4,"pub"
1446,"2018-02-11 06:30:43","$10.93","4962915017023706562","Matthew Gutierrez",10,65,"Allen, Ramos and Carroll",4,"pub"
1618,"2018-09-03 03:43:07","$11.19","4165305432349489280","Matthew Gutierrez",10,78,"Ruiz-Anderson",4,"pub"
1625,"2018-06-30 19:22:37","$11.20","4165305432349489280","Matthew Gutierrez",10,126,"Bartlett and Sons",4,"pub"
1250,"2018-06-04 21:20:04","$11.58","213193946980303","Matthew Gutierrez",10,91,"Turner Ltd",4,"pub"
1495,"2018-01-27 19:10:04","$11.93","213193946980303","Matthew Gutierrez",10,45,"Velazquez Ltd",4,"pub"
1730,"2018-01-26 13:10:00","$11.95","213193946980303","Matthew Gutierrez",10,11,"Stanton Group",4,"pub"
2739,"2018-10-08 02:19:26","$16.58","4962915017023706562","Matthew Gutierrez",10,101,"Whitehead-Sexton",4,"pub"
3248,"2018-09-11 09:40:23","$17.14","4165305432349489280","Matthew Gutierrez",10,107,"Rowe-Abbott",4,"pub"
3184,"2018-04-09 02:20:29","$17.81","4165305432349489280","Matthew Gutierrez",10,78,"Ruiz-Anderson",4,"pub"
3086,"2018-04-15 21:21:13","$18.38","4962915017023706562","Matthew Gutierrez",10,13,"Giles and Sons",4,"pub"
2631,"2018-02-25 16:54:01","$18.53","4165305432349489280","Matthew Gutierrez",10,91,"Turner Ltd",4,"pub"
2933,"2018-02-20 06:24:25","$18.96","4165305432349489280","Matthew Gutierrez",10,65,"Allen, Ramos and Carroll",4,"pub"
